id,pathId,Category,Topic,Priority,Notes,PracticeExercise,link
90,java,Data Access & Databases,MyBatis/jOOQ vs Hibernate,High,"Know when to use a micro-ORM (MyBatis/jOOQ) vs a full ORM (Hibernate).","Implement a high-performance read operation using MyBatis or jOOQ for a complex report query. Compare execution speed with the equivalent Hibernate query.",https://javaguide.example.com/posts/2025-09-06-dapper-vs-ef-core-java
91,java,Data Access & Databases,Native Queries & Stored Procedures,Low,How to drop down to raw SQL when EF is too slow or limited.,"Write a complex Stored Procedure in the DB. Call it from EF Core using .FromSqlRaw() or .ExecuteSqlRaw(). Map the result back to a Domain Entity or a custom DTO.",https://javaguide.example.com/posts/2025-09-06-raw-sql-java
92,java,Data Access & Databases,NoSQL Database Concepts,Medium,"Understand when to choose NoSQL (CosmosDB, Mongo) over SQL.","Design a data model for a 'User Session' store or a 'Product Catalog' with dynamic attributes. Explain why a Document DB (like MongoDB or CosmosDB) might be better than a Relational DB for this specific use case.",https://javaguide.example.com/posts/2025-09-06-nosql-concepts-java
93,java,Data Access & Databases,Transaction Isolation Levels,High,Understand Dirty Reads, Non-Repeatable Reads, Phantom Reads.,"Write two console apps that act as concurrent transactions. Demonstrate a Dirty Read by having one transaction read uncommitted data from the other. Fix it by changing the Isolation Level to Read Committed.",https://javaguide.example.com/posts/2025-09-06-transaction-isolation-java
94,java,Java Core & Advanced,"Concurrency (CompletableFuture, Virtual Threads, Executors)",High,"Be ready to explain the async state machine and demonstrate with code how a deadlock can occur (e.g., in a UI or classic Spring Boot context) and how appropriate executor configuration helps prevent it.","Create a simple Console App that calls an async method and blocks on the result (e.g., .get() or .join()). Explain why it deadlocks in some environments. Modify the async method to use appropriate executor configuration.",https://javaguide.example.com/posts/2025-09-06-async-await-deep-dive-java
95,java,Java Core & Advanced,"Dependency Injection (Spring IoC, CDI, Scopes)",High,"Explain the differences and when to use each scope in an Spring Boot Core application.","In an Spring Boot Core API, create a simple service interface (e.g., IOperationLogger) and an implementation that has a unique ID. Register this service three times: Singleton, Scoped, and Transient. Inject all three into a controller and log their unique IDs.",https://javaguide.example.com/posts/2025-09-06-dependency-injection-scopes-java
96,java,Java Core & Advanced,"Garbage Collection (G1, ZGC, Memory Leaks, try-with-resources)",High,"Understand how the GC works to write memory-efficient code. Explain the close pattern.","Create a class that wraps an unmanaged resource (like a file stream). Implement the AutoCloseable pattern correctly, including a finalizer. Write client code to demonstrate its use with a 'try-with-resources' statement.",https://javaguide.example.com/posts/2025-09-06-garbage-collection-java
97,java,Java Core & Advanced,"Groovy Scripting (for Jenkins Pipelines)",Medium,"JD Requirement: Preferred skill. Learn basic syntax, closures, and how to write Jenkinsfiles.","Write a simple Groovy script that parses a JSON file and prints specific fields. Then, write a mock 'Jenkinsfile' using declarative syntax that defines a Build, Test, and Deploy stage.",https://javaguide.example.com/posts/2025-09-06-groovy-jenkins-java
98,java,Java Core & Advanced,"Memory Management (Stack vs. Heap, References, Pass-by-Value)",High,Understand value types vs reference types and boxing/unboxing implications.,"Write code that passes a primitive and a class to a method, modifies their properties inside the method, and prints the values before and after the call to demonstrate the difference.",https://javaguide.example.com/posts/2025-09-06-memory-management-java
99,java,Java Core & Advanced,Spring Application Context & Lifecycle,High,"Understand the startup process, DI container composition, and background services (SmartLifecycle / CommandLineRunner).","Create a Spring Boot console application. Register a SmartLifecycle / CommandLineRunner that runs a periodic task. Explain the application lifecycle events (Start, Stop).",https://javaguide.example.com/posts/2025-09-06-generic-host-java
100,java,Java Core & Advanced,"Stream API Internals (Streams vs Collections, Lazy Evaluation)",High,Explain how this impacts database queries with Hibernate.,"Using Hibernate and an in-memory database, write a query against a Repository<Product>. First, use .stream() before a .filter() clause and inspect the generated query. Then, write the same logic but use JPQL/Criteria API directly and explain the difference in the executed SQL.",https://javaguide.example.com/posts/2025-09-06-linq-internals-java
101,java,Java Core & Advanced,"Unit & Integration Testing (JUnit, Mockito, Testcontainers)",High,"JD Requirement: Automate unit and integration testing. Understand mocking vs integration testing with real dependencies (Docker).","Write a unit test for a Service using Mockito to mock the Repository. Then, write an Integration Test using Testcontainers to spin up a real PostgreSQL DB and verify the Repository logic.",https://javaguide.example.com/posts/2025-09-06-testing-java
102,java,Production Operations & ITIL,"Incident Management & Root Cause Analysis (RCA)",High,"JD Requirement: 'Perform root cause analysis'. Understand the lifecycle of an incident and how to document an RCA.","Draft a mock RCA document for a 'High CPU Usage' incident. Include sections for: Timeline, Impact, Root Cause (5 Whys), and Preventative Actions.",https://javaguide.example.com/posts/2025-09-06-itil-rca-java
103,java,Software Design & Architecture,"Design Patterns (Factory, Observer, Strategy, Singleton)",High,Recognize and apply common patterns to solve recurring problems.,"Implement the Strategy Pattern for a Payment Processing system (e.g., CreditCardStrategy, PaypalStrategy). Allow the client to switch strategies at runtime.",https://javaguide.example.com/posts/2025-09-06-design-patterns-java
104,java,Software Design & Architecture,SOLID Principles,High,The foundation of clean object-oriented design.,"Refactor a 'God Class' that violates SRP (Single Responsibility) and OCP (Open/Closed). Break it down into smaller classes/interfaces.",https://javaguide.example.com/posts/2025-09-06-solid-principles-java
105,java,Spring Boot & Web Frameworks,"API Documentation & Versioning (OpenAPI, Strategies)",Medium,"Maintain clear docs for 24/7 operations. Understand versioning (URL, Header) to avoid breaking changes.","Add SpringDoc (Swagger) to an API. Configure it to generate docs. Implement API Versioning (v1/v2) using a URI path strategy.",https://javaguide.example.com/posts/2025-09-06-api-docs-java
106,java,Spring Boot & Web Frameworks,API Security (OWASP Top 10),High,"Focus on SQL Injection, XSS, and CSRF prevention in Spring Boot.","Demonstrate a SQL injection vulnerability using raw SQL interpolation. Then fix it using parameterized queries (or Hibernate).",https://javaguide.example.com/posts/2025-09-06-api-security-java
107,java,Spring Boot & Web Frameworks,Authentication vs. Authorization,High,Clear understanding of Identity (Who are you?) vs Permissions (What can you do?).,"Set up JWT Authentication in an API. Create a policy-based authorization requirement (e.g., 'Must be at least 18 years old') and apply it to an endpoint.",https://javaguide.example.com/posts/2025-09-06-auth-vs-auth-java
108,java,Spring Boot & Web Frameworks,"Deployment (Docker, Kubernetes/EKS)",Medium,"JD Requirement: Docker and Kubernetes experience.","Dockerize a simple Spring Boot API. Create a Kubernetes deployment manifest (YAML) to run 2 replicas of the app. Explain the difference between a Pod and a Service.",https://javaguide.example.com/posts/2025-09-06-hosting-models-java
109,java,Spring Boot & Web Frameworks,Functional Web Framework (Spring WebFlux),Medium,Contrast the Reactive approach with the traditional Controller-based approach.,"Refactor a simple Controller-based API endpoint (e.g., GetWeather) into a Functional Endpoint in a Configuration class. Discuss the pros and cons.",https://javaguide.example.com/posts/2025-09-06-minimal-apis-java
110,java,Spring Boot & Web Frameworks,"Health Checks (Actuator) & Resilience (Resilience4j)",Medium,"Implement health checks for dependencies (DB, external APIs). Understand Retry, Circuit Breaker patterns.","Add Spring Boot Actuator to an API. Expose the /health endpoint. Use Resilience4j to wrap an external HTTP call with a Retry policy.",https://javaguide.example.com/posts/2025-09-06-health-checks-resilience-java
111,java,Spring Boot & Web Frameworks,Servlet Filters & Spring Interceptors,High,"Understand the order of execution (Middleware, Filters, Endpoint) and the responsibility of each.","Create a custom filter that logs the request and response time. Register it in the pipeline. Then create an Interceptor that logs the specific action being executed. Observe the order of logs.",https://javaguide.example.com/posts/2025-09-06-middleware-pipeline-java
112,java,Spring Boot & Web Frameworks,Spring MVC Interceptors & AOP,High,Know the different filter types and their execution order.,"Implement an Authorization Interceptor that checks for a specific custom header. If missing, short-circuit the request. Implement an Exception Handler (@ControllerAdvice) to handle global errors.",https://javaguide.example.com/posts/2025-09-06-filters-java
113,react,Front-End: Core Web,Advanced CSS Layouts (Flexbox & Grid),High,"Discuss the differences between Flexbox and Grid and when to use each. Explain concepts like flex-grow, justify-content, and grid-template-columns.","Recreate a complex, responsive web page layout (like a news site or e-commerce product page) using a combination of CSS Grid for the overall structure and Flexbox for component alignment.",https://nhonvo.github.io/posts/2025-09-06-advanced-css-layouts
114,react,Front-End: Core Web,DOM Manipulation & Events,High,Explain how JavaScript interacts with the DOM. Discuss event bubbling  capturing  and delegation.,"Build a simple to-do list application using vanilla JavaScript. Users should be able to add, delete, and mark items as complete. Use event delegation for the delete and complete actions.",https://nhonvo.github.io/posts/2025-09-06-dom-manipulation-events
115,react,Front-End: Core Web,HTML Semantics & Accessibility,High,"Explain the importance of semantic HTML for SEO and accessibility (WCAG). Differentiate between div/span and semantic tags like article, nav, etc.","Audit a simple webpage for accessibility issues. Refactor non-semantic elements (divs used for buttons or headers) into their correct semantic counterparts (button, h1, etc.) and add necessary ARIA attributes.",https://nhonvo.github.io/posts/2025-09-06-html-semantics-accessibility
116,react,Front-End: Core Web,Modern JavaScript (ES6+),High,"Explain key ES6+ features: Promises, async/await, let/const, arrow functions, and modules. Discuss the browser's event loop.","Refactor a piece of callback-based asynchronous code (callback hell) to use Promises, and then again using async/await. Explain the improvements in readability and error handling.",https://nhonvo.github.io/posts/2025-09-06-modern-javascript
117,react,Front-End: Core Web,Web Performance Optimization,High,"Discuss key web performance metrics (e.g., LCP, FID, CLS). Explain techniques for optimizing performance, such as lazy loading images, code splitting, and browser caching.","Use Lighthouse in Chrome DevTools to audit a web page. Identify performance bottlenecks and implement at least two suggested optimizations (e.g., compressing images, minifying CSS/JS).",https://nhonvo.github.io/posts/2025-09-07-web-performance-optimization
118,react,Front-End: Core Web,Web Workers for Offloading Main Thread,Medium,Explain what Web Workers are and how they can be used to run scripts in the background to prevent a web page from becoming unresponsive during long-running tasks.,"Create a simple web page with a button that performs an expensive calculation (e.g., calculating a large number of Fibonacci numbers). First, run it on the main thread and show that the UI freezes. Then, refactor it to use a Web Worker for the calculation, demonstrating that the UI remains responsive.",https://nhonvo.github.io/posts/2025-09-07-web-workers-for-offloading-main-thread
119,react,Front-End: ReactJS,Advanced State Management with Zustand or Jotai,Medium,Discuss the limitations of Context for high-frequency updates. Explain the core concepts of a modern state management library like Zustand (store-based) or Jotai (atom-based).,"Create a simple counter application. First, implement it using React's useState. Then, refactor it to use Zustand for state management. Explain the benefits of this approach in a larger application.",https://nhonvo.github.io/posts/2025-09-06-advanced-state-management-zustand-jotai
120,react,Front-End: ReactJS,Component Architecture & Lifecycle,High,Explain the difference between functional and class components. Discuss the component lifecycle and the purpose of key lifecycle methods or their Hook equivalents (useEffect).,"Create a reusable React component (e.g., a data table or a modal) and pass props to it. Manage its state and handle events within the component.",https://nhonvo.github.io/posts/2025-09-06-react-component-architecture-lifecycle
121,react,Front-End: ReactJS,Micro-Frontends,Medium,"Explain the concept of micro-frontends and the problems they solve. Discuss different implementation strategies (e.g., module federation).","Conceptually design a micro-frontend architecture for an e-commerce site. Decide which parts of the site would be separate micro-frontends (e.g., product search, shopping cart, recommendations) and how they would be composed into a single application.",https://nhonvo.github.io/posts/2025-09-07-web-performance-optimization
122,react,Front-End: ReactJS,React Hooks Deep Dive,High,"Explain the purpose and usage of useState, useEffect, useContext, and useReducer. Discuss the rules of Hooks.","Refactor a class component that uses lifecycle methods (componentDidMount, componentDidUpdate) and state into a functional component using useState and useEffect hooks.",https://nhonvo.github.io/posts/2025-09-06-react-hooks-deep-dive
123,react,Front-End: ReactJS,React Performance Optimization,Medium,"Discuss common performance bottlenecks in React and how to solve them. Explain concepts like memoization (React.memo), useCallback, useMemo, and code splitting.","Given a slow-rendering React component with an expensive calculation, use useMemo to optimize it. Profile the component using React DevTools before and after to demonstrate the performance improvement.",https://nhonvo.github.io/posts/2025-09-06-react-performance-optimization
124,react,Front-End: ReactJS,React Router & API Integration,High,Explain how to implement client-side routing. Discuss strategies for fetching data from an API  including handling loading and error states.,"Create a multi-page application using React Router. One page should fetch data from a public API (e.g., GitHub or a weather API) and display it to the user, correctly handling the loading and error UI states.",https://nhonvo.github.io/posts/2025-09-06-react-router-api-integration
125,react,Front-End: ReactJS,React Testing,Medium,Explain the difference between unit and end-to-end testing in a React context. Discuss the roles of libraries like Jest and React Testing Library.,"Write unit tests for a React component using Jest and React Testing Library. The tests should cover rendering, user interaction (e.g., clicking a button), and state changes.",https://nhonvo.github.io/posts/2025-09-06-react-testing
126,react,Front-End: ReactJS,"SSR, SSG, and ISR with Next.js/Remix",High,"Explain the differences between Server-Side Rendering, Static Site Generation, and Incremental Static Regeneration. Discuss the trade-offs and which to use for different types of web pages (e.g., a blog vs. a user dashboard).","Create a simple Next.js application with three pages: one that uses SSG (e.g., an 'About' page), one that uses SSR (e.g., a user-specific 'Profile' page), and one that uses ISR (e.g., a 'Products' page that revalidates every 60 seconds).",https://nhonvo.github.io/posts/2025-09-07-ssr-ssg-and-isr-with-nextjs-remix
127,react,Front-End: ReactJS,State Machines and XState,Low,"Discuss the benefits of using a state machine for managing complex component state, such as preventing impossible states. Give a brief overview of a library like XState.","Model a simple data fetching component's state (e.g., 'idle', 'loading', 'success', 'error') as a state machine using XState. Integrate this machine into a React component to manage the UI based on the current state.",https://nhonvo.github.io/posts/2025-09-07-state-machines-and-xstate
128,react,Front-End: ReactJS,State Management (Redux vs. Context API),High,Discuss different state management strategies in large-scale React applications. Compare and contrast Redux and the Context API.,Build a small application with a global theme (light/dark mode). Implement the theme toggle twice: once using the Context API and once using Redux. Discuss the pros and cons of each approach for this use case.,https://nhonvo.github.io/posts/2025-09-06-react-state-management
129,dsa,Data Structures & Algorithms (DSA),Advanced Graph Algorithms,Medium,Understand Dijkstra's algorithm for shortest path in a weighted graph and topological sort for ordering tasks with dependencies. Be aware of algorithms like A* and Prim's/Kruskal's for Minimum Spanning Trees.,"Implement Dijkstra's algorithm to find the shortest path between two nodes in a weighted graph. Given a list of courses and their prerequisites, find a valid order to take the courses (Topological Sort).",https://nhonvo.github.io/posts/2025-09-07-advanced-graph-algorithms
130,dsa,Data Structures & Algorithms (DSA),Advanced String Manipulation,Medium,Be familiar with advanced algorithms like Rabin-Karp for substring search and algorithms for finding the longest palindromic substring.,Implement the Rabin-Karp algorithm to find all occurrences of a pattern in a text. Find the longest palindromic substring in a given string.,https://nhonvo.github.io/posts/2025-09-07-advanced-string-manipulation
131,dsa,Data Structures & Algorithms (DSA),Arrays & Strings - Core Operations and Patterns,High,"Focus on time/space complexity. Master patterns like Two Pointers, Sliding Window, and Prefix Sums for solving a wide range of problems efficiently.","Implement the Two Sum problem. Given a sorted array, square each element and return the sorted result. Find the maximum sum of any contiguous subarray of size 'k' (Sliding Window).",https://nhonvo.github.io/posts/2025-09-07-arrays-strings-core-operations-patterns
132,dsa,Data Structures & Algorithms (DSA),Big O Notation & Complexity Analysis,High,"This is the absolute foundation. Be able to analyze the time and space complexity of any algorithm you write or discuss. Understand O(1), O(log n), O(n), O(n log n), O(n^2), O(2^n).","For every DSA practice problem you solve, verbally and in code comments, analyze and state the time and space complexity of your solution. Explain the reasoning. Compare the complexity of brute-force vs. optimized solutions.",https://nhonvo.github.io/posts/2025-09-07-big-o-notation-complexity-analysis
133,dsa,Data Structures & Algorithms (DSA),Binary Search Trees (BST),High,"Know the properties of a BST. Understand the time complexity for search, insertion, and deletion. Be able to validate if a given tree is a BST.","Implement search, insert, and delete operations for a BST. Write a function to validate if a binary tree is a valid BST. Find the lowest common ancestor (LCA) of two nodes in a BST.",https://nhonvo.github.io/posts/2025-09-07-binary-search-trees-bst
134,dsa,Data Structures & Algorithms (DSA),Bit Manipulation,Low,"Understand basic bitwise operators (AND, OR, XOR, NOT, shifts). Know their use cases for efficient problem-solving, such as finding a missing number, checking for powers of two, or managing sets of flags.","Given an array where every element appears twice except for one, find the single element using XOR. Check if a number is a power of two using bitwise operators. Count the number of set bits (1s) in an integer.",https://nhonvo.github.io/posts/2025-09-07-bit-manipulation
135,dsa,Data Structures & Algorithms (DSA),Divide and Conquer,Medium,"Understand how this paradigm breaks problems into smaller subproblems, solves them recursively, and combines the results. Recognize Merge Sort and Quick Sort as classic examples.",Find the maximum and minimum elements in an array using the divide and conquer approach. Implement Karatsuba's algorithm for fast multiplication of large numbers.,https://nhonvo.github.io/posts/2025-09-07-divide-and-conquer
136,dsa,Data Structures & Algorithms (DSA),Dynamic Programming (DP),High,This is a critical topic for senior interviews. Be able to identify a DP problem by recognizing optimal substructure and overlapping subproblems. Differentiate between memoization (top-down) and tabulation (bottom-up) approaches.,Solve the Climbing Stairs problem. Find the maximum sum of a non-adjacent subarray. Solve the Coin Change problem. Find the Longest Common Subsequence of two strings.,https://nhonvo.github.io/posts/2025-09-07-dynamic-programming-dp
137,dsa,Data Structures & Algorithms (DSA),Graphs - Representations & Traversal,High,Understand adjacency list vs. adjacency matrix representations and their trade-offs. Be proficient in Breadth-First Search (BFS) for shortest path in unweighted graphs and Depth-First Search (DFS) for traversal and cycle detection.,Implement BFS and DFS for a given graph. Clone a graph. Find the number of connected components in an undirected graph. Detect a cycle in a directed graph.,https://nhonvo.github.io/posts/2025-09-07-graphs-representations-traversal
138,dsa,Data Structures & Algorithms (DSA),Greedy Algorithms,Medium,Understand the greedy approach of making a locally optimal choice at each step. Be able to prove or disprove whether a greedy strategy works for a given problem.,Solve the Coin Change problem using a greedy approach and explain why it doesn't work for all coin denominations (contrasting it with the DP solution). Implement Huffman coding. Solve the Activity Selection problem.,https://nhonvo.github.io/posts/2025-09-07-greedy-algorithms
139,dsa,Data Structures & Algorithms (DSA),Hash Tables (Dictionary/HashMap),High,"This is one of the most important data structures. Understand how hashing works, and discuss collision resolution strategies (chaining vs. open addressing) and their trade-offs.","Implement a HashMap from scratch with basic get, put, and delete operations, using chaining for collision resolution. Use a Dictionary to solve problems like finding the first non-repeating character in a string or checking if two arrays have a common item.",https://nhonvo.github.io/posts/2025-09-07-hash-tables-dictionary-hashmap
140,dsa,Data Structures & Algorithms (DSA),"Heaps (Min-Heap, Max-Heap)",Medium,Understand the properties of a heap and how they are typically implemented using an array. Know their use cases for priority queues and finding the K-th smallest/largest element.,Implement a Min-Heap from scratch with insert and extractMin operations. Use a Min-Heap to find the 'K' largest elements in an array. Find the median from a data stream.,https://nhonvo.github.io/posts/2025-09-07-heaps-min-heap-max-heap
141,dsa,Data Structures & Algorithms (DSA),Linked Lists (Singly & Doubly),High,Understand the trade-offs vs. arrays. Be proficient in manipulating pointers. Master patterns like the Fast & Slow Pointer technique for cycle detection and finding the middle element.,Reverse a singly linked list. Detect if a linked list has a cycle. Merge two sorted linked lists. Find the middle element of a linked list.,https://nhonvo.github.io/posts/2025-09-07-linked-lists-singly-doubly
142,dsa,Data Structures & Algorithms (DSA),Recursion & Backtracking,High,"Master recursion as a problem-solving technique. Understand the backtracking template for solving problems involving permutations, combinations, and subsets. Be mindful of the call stack and potential for stack overflow.",Generate all possible subsets of a given set. Find all permutations of a string. Solve the N-Queens problem. Implement a Sudoku solver.,https://nhonvo.github.io/posts/2025-09-07-recursion-backtracking
143,dsa,Data Structures & Algorithms (DSA),Searching & Sorting Algorithms,High,"Know the implementation and complexity of Bubble Sort, Insertion Sort, Merge Sort, Quick Sort, and Radix Sort. Deeply understand the trade-offs, especially for Quick Sort (pivot choice, in-place operation) and Merge Sort (space complexity). Master Binary Search.","Implement Merge Sort and Quick Sort from scratch. Implement binary search on a sorted array. Given a rotated sorted array, find a target element.",https://nhonvo.github.io/posts/2025-09-07-searching-sorting-algorithms
144,dsa,Data Structures & Algorithms (DSA),Stacks & Queues,High,"Understand their LIFO/FIFO principles. Know common use cases: Stacks for parsing, recursion simulation, and reversing. Queues for BFS and task scheduling.",Implement a Queue using two Stacks. Solve the Valid Parentheses problem. Implement a basic calculator to evaluate a string expression. Find the first non-repeating character in a stream of characters.,https://nhonvo.github.io/posts/2025-09-07-stacks-queues
145,dsa,Data Structures & Algorithms (DSA),Trees - Traversal and Core Concepts,High,"Be able to implement and explain the differences between In-order, Pre-order, and Post-order (DFS variations) and Level-order (BFS) traversals, both recursively and iteratively.",Implement all four traversal methods for a given binary tree. Find the maximum depth of a binary tree. Check if a binary tree is symmetric (a mirror of itself).,https://nhonvo.github.io/posts/2025-09-07-trees-traversal-and-core-concepts
146,dsa,Data Structures & Algorithms (DSA),Tries (Prefix Trees),Medium,Understand the structure of a Trie and its efficiency for string prefix problems. Know use cases like autocomplete and spell checkers.,"Implement a Trie from scratch with insert, search, and startsWith methods. Use the Trie to build a simple autocomplete system that suggests words based on a given prefix.",https://nhonvo.github.io/posts/2025-09-07-tries-prefix-trees
